0.100000 	1.000000 	nan
0.200000 	1.000000 	nan
0.300000 	1.000000 	nan
0.400000 	1.000000 	nan
0.500000 	1.000000 	nan
0.600000 	1.000000 	nan
0.700000 	1.000000 	nan
0.800000 	0.999703 	0.000061
0.900000 	0.999358 	0.000096
1.000000 	0.998173 	0.000165
1.100000 	0.996888 	0.000209
1.200000 	0.994627 	0.000294
1.300000 	0.990445 	0.000390
1.310000 	0.989210 	0.000403
1.320000 	0.990230 	0.000363
1.330000 	0.988360 	0.000467
1.340000 	0.987158 	0.000454
1.350000 	0.984642 	0.000537
1.360000 	0.986704 	0.000445
1.370000 	0.984389 	0.000469
1.380000 	0.984372 	0.000511
1.390000 	0.984203 	0.000546
1.400000 	0.983202 	0.000535
1.410000 	0.984609 	0.000497
1.420000 	0.980681 	0.000541
1.430000 	0.979346 	0.000693
1.440000 	0.981333 	0.000551
1.450000 	0.977927 	0.000613
1.460000 	0.978061 	0.000648
1.470000 	0.977865 	0.000600
1.480000 	0.977411 	0.000591
1.490000 	0.971344 	0.000689
1.500000 	0.972615 	0.000724
1.510000 	0.974240 	0.000678
1.520000 	0.975242 	0.000734
1.530000 	0.968157 	0.000822
1.540000 	0.966391 	0.000862
1.550000 	0.968045 	0.000812
1.560000 	0.961612 	0.001072
1.570000 	0.962145 	0.000844
1.580000 	0.966027 	0.000730
1.590000 	0.964498 	0.000805
1.600000 	0.966255 	0.000757
1.610000 	0.961994 	0.000840
1.620000 	0.960993 	0.000896
1.630000 	0.954133 	0.000954
1.640000 	0.950877 	0.001081
1.650000 	0.952332 	0.001019
1.660000 	0.953035 	0.000970
1.670000 	0.949671 	0.001030
1.680000 	0.948944 	0.001033
1.690000 	0.941676 	0.001181
1.700000 	0.940341 	0.001243
1.710000 	0.946013 	0.001138
1.720000 	0.937369 	0.001305
1.730000 	0.934209 	0.001803
1.740000 	0.939223 	0.001139
1.750000 	0.935143 	0.001183
1.760000 	0.919119 	0.001719
1.770000 	0.928946 	0.001221
1.780000 	0.926925 	0.001339
1.790000 	0.919009 	0.001799
1.800000 	0.919460 	0.001477
1.810000 	0.912955 	0.001702
1.820000 	0.914565 	0.001588
1.830000 	0.905324 	0.001697
1.840000 	0.909513 	0.001608
1.850000 	0.911221 	0.001428
1.860000 	0.902404 	0.001934
1.870000 	0.910277 	0.001473
1.880000 	0.892319 	0.001770
1.890000 	0.891239 	0.002092
1.900000 	0.887375 	0.001737
1.910000 	0.871440 	0.002206
1.920000 	0.864777 	0.002403
1.930000 	0.877794 	0.002014
1.940000 	0.874097 	0.002206
1.950000 	0.867683 	0.002235
1.960000 	0.859933 	0.002347
1.970000 	0.850321 	0.002553
1.980000 	0.847337 	0.002653
1.990000 	0.811745 	0.004804
2.000000 	0.834844 	0.002826
2.010000 	0.843151 	0.002411
2.020000 	0.830168 	0.003021
2.030000 	0.838689 	0.002779
2.040000 	0.812809 	0.003840
2.050000 	0.813449 	0.003108
2.060000 	0.796108 	0.003459
2.070000 	0.795304 	0.003553
2.080000 	0.795201 	0.003628
2.090000 	0.783810 	0.003679
2.100000 	0.804237 	0.003301
2.110000 	0.774266 	0.003819
2.120000 	0.775672 	0.003452
2.130000 	0.711692 	0.016622
2.140000 	0.751395 	0.016340
2.150000 	0.665288 	0.015522
2.160000 	0.704023 	0.007025
2.170000 	0.686426 	0.009118
2.180000 	0.723247 	0.004638
2.190000 	0.715837 	0.004593
2.200000 	0.713312 	0.004753
2.210000 	0.638082 	0.019254
2.220000 	0.638544 	0.021989
2.230000 	0.624025 	0.027626
2.240000 	0.687658 	0.005378
2.250000 	0.642098 	0.008619
2.260000 	0.608125 	0.022508
2.270000 	0.633988 	0.005706
2.280000 	0.636552 	0.027613
2.290000 	0.576506 	0.026709
2.300000 	0.584246 	0.019501
2.310000 	0.574177 	0.026499
2.320000 	0.586540 	0.026819
2.330000 	0.562793 	0.009913
2.340000 	0.503872 	0.022118
2.350000 	0.497057 	0.019532
2.360000 	0.541305 	0.024783
2.370000 	0.433774 	0.022999
2.380000 	0.495047 	0.017231
2.390000 	0.448759 	0.014540
2.400000 	0.450112 	0.023215
2.410000 	0.440449 	0.010432
2.420000 	0.471056 	0.024196
2.430000 	0.362891 	0.020318
2.440000 	0.386145 	0.021643
2.450000 	0.394103 	0.022149
2.460000 	0.438061 	0.023415
2.470000 	0.461600 	0.008686
2.480000 	0.358842 	0.016948
2.490000 	0.346072 	0.020695
2.500000 	0.301792 	0.017985
2.510000 	0.257852 	0.017187
2.520000 	0.353121 	0.020302
2.530000 	0.358959 	0.019454
2.540000 	0.372087 	0.018285
2.550000 	0.327954 	0.014906
2.560000 	0.284541 	0.011228
2.570000 	0.300656 	0.017490
2.580000 	0.335285 	0.020472
2.590000 	0.272317 	0.016255
2.600000 	0.259107 	0.017428
2.610000 	0.231116 	0.016988
2.620000 	0.250234 	0.017437
2.630000 	0.270950 	0.018213
2.640000 	0.212912 	0.016295
2.650000 	0.236790 	0.016993
2.660000 	0.231323 	0.016971
2.670000 	0.209264 	0.016068
2.680000 	0.200970 	0.015829
2.690000 	0.246384 	0.017470
2.700000 	0.210555 	0.016232
2.710000 	0.226505 	0.014943
2.720000 	0.214508 	0.016171
2.730000 	0.234055 	0.016081
2.740000 	0.219614 	0.015410
2.750000 	0.215764 	0.016296
2.760000 	0.233947 	0.017051
2.770000 	0.163063 	0.014157
2.780000 	0.132028 	0.012853
2.790000 	0.164560 	0.014307
2.800000 	0.106805 	0.011543
2.810000 	0.162324 	0.014071
2.820000 	0.164160 	0.014279
2.830000 	0.142723 	0.012634
2.840000 	0.136779 	0.013014
2.850000 	0.145453 	0.013461
2.860000 	0.148667 	0.013634
2.870000 	0.155951 	0.013864
2.880000 	0.123901 	0.012177
2.890000 	0.125874 	0.012357
2.900000 	0.136134 	0.013053
2.910000 	0.125512 	0.012461
2.920000 	0.103465 	0.011350
2.930000 	0.134646 	0.012907
2.940000 	0.146280 	0.013180
2.950000 	0.117301 	0.012099
2.960000 	0.113096 	0.011897
2.970000 	0.113761 	0.011914
2.980000 	0.106843 	0.011563
2.990000 	0.112762 	0.011735
3.000000 	0.128563 	0.012670
3.010000 	0.111185 	0.011728
3.020000 	0.104556 	0.011430
3.030000 	0.099289 	0.011126
3.040000 	0.090899 	0.010482
3.050000 	0.114220 	0.011864
3.060000 	0.096387 	0.010938
3.070000 	0.119753 	0.012239
3.080000 	0.094114 	0.010742
3.090000 	0.104230 	0.011353
3.100000 	0.087560 	0.010461
3.110000 	0.085741 	0.010354
3.120000 	0.084006 	0.010249
3.130000 	0.085997 	0.010266
3.140000 	0.084715 	0.010209
3.150000 	0.085875 	0.010232
3.160000 	0.087879 	0.010483
3.170000 	0.075744 	0.009489
3.180000 	0.085880 	0.010273
3.190000 	0.077137 	0.009825
3.200000 	0.065848 	0.009073
3.210000 	0.077145 	0.009806
3.220000 	0.073678 	0.009441
3.230000 	0.072447 	0.009519
3.240000 	0.090041 	0.010599
3.250000 	0.090464 	0.010522
3.260000 	0.069803 	0.009346
3.270000 	0.072196 	0.009355
3.370000 	0.089167 	0.010562
3.470000 	0.050579 	0.007898
3.570000 	0.056893 	0.008325
3.670000 	0.055656 	0.008335
3.770000 	0.045893 	0.007561
3.870000 	0.047561 	0.007714
3.970000 	0.040370 	0.007108
4.070000 	0.041924 	0.007237
4.170000 	0.040981 	0.007162
4.270000 	0.037459 	0.006833
4.370000 	0.035717 	0.006677
4.470000 	0.036905 	0.006791
0.100000 	1.000000 	0.000000
0.200000 	1.000000 	0.000000
0.300000 	1.000000 	0.000000
0.400000 	1.000000 	0.000000
0.500000 	1.000000 	0.000000
0.600000 	0.999991 	0.000002
0.700000 	0.999953 	0.000004
0.800000 	0.999820 	0.000008
0.900000 	0.999439 	0.000014
1.000000 	0.998552 	0.000023
1.100000 	0.997031 	0.000032
1.200000 	0.994180 	0.000047
1.300000 	0.989730 	0.000066
1.310000 	0.988949 	0.000066
1.320000 	0.988205 	0.000070
1.330000 	0.987995 	0.000070
1.340000 	0.987149 	0.000072
1.350000 	0.986668 	0.000073
1.360000 	0.986132 	0.000074
1.370000 	0.985332 	0.000077
1.380000 	0.984543 	0.000081
1.390000 	0.983450 	0.000086
1.400000 	0.982860 	0.000085
1.410000 	0.982326 	0.000091
1.420000 	0.981378 	0.000091
1.430000 	0.980296 	0.000095
1.440000 	0.978884 	0.000098
1.450000 	0.978664 	0.000099
1.460000 	0.977406 	0.000104
1.470000 	0.975779 	0.000109
1.480000 	0.976115 	0.000106
1.490000 	0.974479 	0.000112
1.500000 	0.973612 	0.000115
1.510000 	0.971953 	0.000117
1.520000 	0.970720 	0.000120
1.530000 	0.969920 	0.000120
1.540000 	0.968403 	0.000126
1.550000 	0.967495 	0.000130
1.560000 	0.965546 	0.000131
1.570000 	0.964056 	0.000138
1.580000 	0.962379 	0.000142
1.590000 	0.960697 	0.000143
1.600000 	0.959923 	0.000145
1.610000 	0.958706 	0.000151
1.620000 	0.956111 	0.000158
1.630000 	0.954781 	0.000161
1.640000 	0.952357 	0.000167
1.650000 	0.951849 	0.000165
1.660000 	0.949090 	0.000172
1.670000 	0.946937 	0.000177
1.680000 	0.945772 	0.000182
1.690000 	0.942983 	0.000186
1.700000 	0.941436 	0.000189
1.710000 	0.939184 	0.000199
1.720000 	0.936262 	0.000202
1.730000 	0.933109 	0.000220
1.740000 	0.930973 	0.000219
1.750000 	0.930278 	0.000222
1.760000 	0.926532 	0.000230
1.770000 	0.924308 	0.000233
1.780000 	0.920832 	0.000233
1.790000 	0.919229 	0.000242
1.800000 	0.916609 	0.000253
1.810000 	0.912289 	0.000274
1.820000 	0.911699 	0.000257
1.830000 	0.904921 	0.000282
1.840000 	0.904638 	0.000281
1.850000 	0.899596 	0.000295
1.860000 	0.896956 	0.000307
1.870000 	0.893990 	0.000308
1.880000 	0.888791 	0.000333
1.890000 	0.882336 	0.000346
1.900000 	0.881711 	0.000327
1.910000 	0.876934 	0.000350
1.920000 	0.869844 	0.000383
1.930000 	0.868506 	0.000388
1.940000 	0.867931 	0.000355
1.950000 	0.856090 	0.000423
1.960000 	0.847133 	0.000540
1.970000 	0.850169 	0.000431
1.980000 	0.841959 	0.000463
1.990000 	0.842333 	0.000418
2.000000 	0.824178 	0.000685
2.010000 	0.820959 	0.000602
2.020000 	0.808490 	0.000707
2.030000 	0.813949 	0.000525
2.040000 	0.803788 	0.000635
2.050000 	0.796347 	0.000586
2.060000 	0.791184 	0.000631
2.070000 	0.781319 	0.000682
2.080000 	0.779306 	0.000722
2.090000 	0.764307 	0.000780
2.100000 	0.754372 	0.000798
2.110000 	0.754756 	0.000674
2.120000 	0.749807 	0.000746
2.130000 	0.716380 	0.001134
2.140000 	0.712834 	0.000907
2.150000 	0.700751 	0.001150
2.160000 	0.689258 	0.001100
2.170000 	0.681922 	0.001059
2.180000 	0.672958 	0.001092
2.190000 	0.658585 	0.001386
2.200000 	0.610480 	0.010917
2.210000 	0.640406 	0.001260
2.220000 	0.612128 	0.001383
2.230000 	0.548431 	0.001911
2.240000 	0.587903 	0.007503
2.250000 	0.536953 	0.001779
2.260000 	0.515464 	0.002010
2.270000 	0.456863 	0.009536
2.280000 	0.503929 	0.002364
2.290000 	0.474126 	0.007201
2.300000 	0.418294 	0.008979
2.310000 	0.393002 	0.007467
2.320000 	0.368783 	0.008202
2.330000 	0.336228 	0.005277
2.340000 	0.302619 	0.007214
2.350000 	0.304404 	0.006705
2.360000 	0.235606 	0.006785
2.370000 	0.291325 	0.007374
2.380000 	0.207588 	0.006411
2.390000 	0.240495 	0.006581
2.400000 	0.229304 	0.005884
2.410000 	0.178498 	0.005600
2.420000 	0.173104 	0.005884
2.430000 	0.153098 	0.005470
2.440000 	0.125268 	0.004996
2.450000 	0.121811 	0.004675
2.460000 	0.118031 	0.004208
2.470000 	0.117192 	0.004707
2.480000 	0.102708 	0.004518
2.490000 	0.108916 	0.004622
2.500000 	0.102149 	0.004517
2.510000 	0.096989 	0.004319
2.520000 	0.091628 	0.004279
2.530000 	0.087917 	0.004167
2.540000 	0.068750 	0.003539
2.550000 	0.075356 	0.003781
2.560000 	0.058249 	0.003408
2.570000 	0.062179 	0.003460
2.580000 	0.058070 	0.003408
2.590000 	0.057633 	0.003336
2.600000 	0.049581 	0.003139
2.610000 	0.051514 	0.003185
2.620000 	0.045624 	0.003021
2.630000 	0.054491 	0.003283
2.640000 	0.049344 	0.003141
2.650000 	0.042776 	0.002894
2.660000 	0.038773 	0.002763
2.670000 	0.038885 	0.002775
2.680000 	0.043180 	0.002928
2.690000 	0.039437 	0.002807
2.700000 	0.040553 	0.002845
2.710000 	0.033247 	0.002576
2.720000 	0.034594 	0.002630
2.730000 	0.034002 	0.002593
2.740000 	0.033790 	0.002597
2.750000 	0.030111 	0.002448
2.760000 	0.030125 	0.002454
2.770000 	0.033521 	0.002557
2.780000 	0.032816 	0.002533
2.790000 	0.029256 	0.002413
2.800000 	0.026152 	0.002287
2.810000 	0.028246 	0.002375
2.820000 	0.028998 	0.002405
2.830000 	0.025942 	0.002278
2.840000 	0.026100 	0.002279
2.850000 	0.024872 	0.002227
2.860000 	0.025701 	0.002267
2.870000 	0.021589 	0.002076
2.880000 	0.023051 	0.002145
2.890000 	0.021529 	0.002012
2.900000 	0.022944 	0.002135
2.910000 	0.020493 	0.002021
2.920000 	0.021590 	0.002077
2.930000 	0.020259 	0.002013
2.940000 	0.021620 	0.002076
2.950000 	0.020991 	0.002049
2.960000 	0.018482 	0.001917
2.970000 	0.019523 	0.001975
2.980000 	0.017856 	0.001889
2.990000 	0.019663 	0.001982
3.000000 	0.018172 	0.001907
3.010000 	0.017936 	0.001891
3.020000 	0.017656 	0.001879
